days,content,cleaned_review
120,"After using 2 months I write this review.
All things are good and performance are enhance more...after a new update 
Camera quality almost good
Battery life is also so long for normal user.
I really l...",after using 2 months i write this review all things are good and performance are enhance more after a new update camera quality almost good battery life is also so long for normal user i really l
120,Good Mobile phone from 20k budget camera quality good and display smooth and android version 16 update in moto edge 60 fusion and everything ok phone,good mobile phone from 20k budget camera quality good and display smooth and android version 16 update in moto edge 60 fusion and everything ok phone
120,Fully waste of money...phone runs slowly..8 gb performed actually types of 4gb ram...video graphy verry poor quality...edge 40 n 50 better than edge 60 fusion n pro..totally useless phone...,fully waste of money phone runs slowly 8 gb performed actually types of 4gb ram video graphy verry poor quality edge 40 n 50 better than edge 60 fusion n pro totally useless phone
120,Quality and preformed this phone,quality and preformed this phone
120,"Good performance, screen is super",good performance screen is super
120,This phone has a major issue. It is restarting automatically and  hanging. Not recommended,this phone has a major issue it is restarting automatically and hanging not recommended
120,Good,good
120,Ultimate Design,ultimate design
120,More efficient,more efficient
120,Nice phone,nice phone
120,Good product,good product
120,battery backup not god,battery backup not god
120,Good,good
120,Nice phone.,nice phone
120,Battery draining very fast,battery draining very fast
120,Awesome,awesome
120,"The phone is a complete package of everything, good camera, looks , user experience.",the phone is a complete package of everything good camera looks user experience
120,Ok,ok
120,Best,best
120,Best camera quality,best camera quality
120,So nice all rundar phene,so nice all rundar phene
120,Nice phone with great internal memory. Nice camera too,nice phone with great internal memory nice camera too
120,Best phone best price,best phone best price
120,"Initially phone performance is fine 

Actually main output will be deliver in some months",initially phone performance is fine actually main output will be deliver in some months
120,Very bad product waste of money Hanging problem 😞 phone,very bad product waste of money hanging phone
120,Outstanding,outstanding
120,Budget friendly mobile,budget friendly mobile
120,Good mobile,good mobile
120,Ok,ok
120,Ex,ex
150,Good product,good product
150,Awesome mobile,awesome mobile
150,Nice one,nice one
150,Under 20k prize best phone 👍,under 20k prize best phone
150,Cell phone is good Value for money,cell phone is good value for money
150,Hanging issue app malfunctioning..,hanging issue app malfunctioning
150,Just WOW...😍😍,just wow
150,the device is not working.,the device is not working
150,Everything is good but one issue 🥲 in this fon battery drain fast,everything is good but one issue in this fon battery drain fast
150,Moto phone is very super'b,moto phone is very super b
150,Nice product,nice product
150,Super,super
150,"Recommand not to buy🥹

Mobile is hanging even in normal use🥴


Review after used 1 month.
Performance is not better as per price.
Phone is lagging even normal use.
Don't use app lock for default goo...",recommand not to buy mobile is hanging even in normal use review after used 1 month performance is not better as per price phone is lagging even normal use don t use app lock for default goo
150,The phone was on and off itself..and apps were not working...closing automatically...,the phone was on and off itself and apps were not working closing automatically
150,Good,good
150,Over hit phone very bad qualitay,over hit phone very bad qualitay
150,Ok ok,ok ok
150,"I am giving review after using 2 months 
Phone hangs, call drop issue, automatically switch off issue
Dont huy this phone
Camera not working property",i am giving review after using 2 months phone hangs call drop issue automatically switch off issue dont huy this phone camera not working property
150,"Happy With Motorola. This year Diwali 🎇 special. I buy... 
Worth For given Amount. Super",happy with motorola this year diwali special i buy worth for given amount super
