days,content,cleaned_review,llm_output
20,Best in its price segment,best in its price segment,ID: 922 | Sentiment: Pos | Summary: best in its price segment.
21,Good,good,ID: 923 | Sentiment: Pos | Summary: good.
21,Mind-blowing Device,mind blowing device,ID: 924 | Sentiment: Pos | Summary: mind blowing device.
21,after 4 months software not work and mobile is hanging not good,after 4 months software not work and mobile is hanging not good,ID: 925 | Sentiment: Neg | Summary: Software not working and mobile is hanging.
21,Super mobile TQ Flipkart,super mobile tq flipkart,ID: 926 | Sentiment: Pos | Summary: super mobile tq flipkart.
21,Automatic shutdown,automatic shutdown,ID: 927 | Sentiment: Neg | Summary: automatic shutdown.
21,Without any hesitation go for it,without any hesitation go for it,ID: 928 | Sentiment: Pos | Summary: without any hesitation go for it.
22,Perfect in this price range,perfect in this price range,ID: 929 | Sentiment: Pos | Summary: perfect in this price range.
22,Very beautiful picture Moto phone 📱🤙 camera 📸 nice,very beautiful picture moto phone camera nice,ID: 930 | Sentiment: Pos | Summary: very beautiful picture moto phone camera nice.
22,Satisfied,satisfied,ID: 931 | Sentiment: Pos | Summary: satisfied.
22,Nice 👍,nice,ID: 932 | Sentiment: Pos | Summary: nice.
22,Worthy,worthy,ID: 933 | Sentiment: Pos | Summary: worthy.
22,Phone is good but camera quality is very poor.,phone is good but camera quality is very poor,ID: 934 | Sentiment: Neg | Summary: Phone is good but camera quality is very poor.
23,love it,love it,ID: 935 | Sentiment: Pos | Summary: love it.
23,Very good product,very good product,ID: 936 | Sentiment: Pos | Summary: very good product.
23,Ok,ok,ID: 937 | Sentiment: Neu | Summary: ok.
23,My phone not even completed 4 months and its bettry swollen so high like it can blast any time. Please don't buy any motorola mobile it could harm you and  total waste of your money,my phone not even completed 4 months and its bettry swollen so high like it can blast any time please don t buy any motorola mobile it could harm you and total waste of your money,"ID: 938 | Sentiment: Neg | Summary: Battery swollen and could blast, don't buy."
23,Overall a nice 20k budget phone. A big shout out to MOTOROLA,overall a nice 20k budget phone a big shout out to motorola,ID: 939 | Sentiment: Pos | Summary: overall a nice 20k budget phone.
23,It is better in size and all,it is better in size and all,ID: 940 | Sentiment: Pos | Summary: it is better in size and all.
23,Good product at this price.,good product at this price,ID: 941 | Sentiment: Pos | Summary: good product at this price.
23,Camera quality is very fantastic but Battery backup not good but ok,camera quality is very fantastic but battery backup not good but ok,ID: 942 | Sentiment: Mix | Summary: Fantastic camera but battery backup not good.
23,"* battery and charging - Good
* Display and design - Good
* Performance - okay
* UI/Ux - not good 
* Camera - worst camera ever, front and rear camera very bad, not good in daylight and night. 

Not s...",battery and charging good display and design good performance okay ui ux not good camera worst camera ever front and rear camera very bad not good in daylight and night not s,"ID: 943 | Sentiment: Neg | Summary: Mixed review, camera and UI/UX are bad."
23,Great 👍👍😃😃,great,ID: 944 | Sentiment: Pos | Summary: great.
23,Satisfied with this product,satisfied with this product,ID: 945 | Sentiment: Pos | Summary: satisfied with this product.
24,Very nice Phone,very nice phone,ID: 946 | Sentiment: Pos | Summary: very nice phone.
24,Good,good,ID: 947 | Sentiment: Pos | Summary: good.
24,Having display issue.,having display issue,ID: 948 | Sentiment: Neg | Summary: having display issue.
24,Okay,okay,ID: 949 | Sentiment: Neu | Summary: okay.
24,Very good.,very good,ID: 950 | Sentiment: Pos | Summary: very good.
24,Camera is fantastic 😊. Love this phone.,camera is fantastic love this phone,ID: 951 | Sentiment: Pos | Summary: Camera is fantastic love this phone.
24,"Good design
Good camera quality 
Super amoled curved display true colour
Super ip69 protection
Super allrounder phone ........",good design good camera quality super amoled curved display true colour super ip69 protection super allrounder phone,"ID: 952 | Sentiment: Pos | Summary: Good design, camera, display, protection, allrounder."
24,Not good enough.,not good enough,ID: 953 | Sentiment: Neg | Summary: not good enough.
24,"After 2months use this phone, my opinion is Motorola is back.",after 2months use this phone my opinion is motorola is back,ID: 954 | Sentiment: Pos | Summary: motorola is back.
24,In this  range good mobile,in this range good mobile,ID: 955 | Sentiment: Pos | Summary: in this range good mobile.
24,"~Truly Awesome Value!
~Stylish Powerhouse!",truly awesome value stylish powerhouse,ID: 956 | Sentiment: Pos | Summary: truly awesome value stylish powerhouse.
24,Good phone,good phone,ID: 957 | Sentiment: Pos | Summary: good phone.
25,Worst experience... don't buy this product a lot of problems something it's connect calls to another person...waste of money...,worst experience don t buy this product a lot of problems something it s connect calls to another person waste of money,"ID: 958 | Sentiment: Neg | Summary: Worst experience, connects calls to another person."
25,Value for money 💰,value for money,ID: 959 | Sentiment: Pos | Summary: value for money.
25,Mobile is not working,mobile is not working,ID: 960 | Sentiment: Neg | Summary: mobile is not working.
25,Good 👍,good,ID: 961 | Sentiment: Pos | Summary: good.
25,Supar slim set,supar slim set,ID: 962 | Sentiment: Pos | Summary: supar slim set.
25,Nice phone,nice phone,ID: 963 | Sentiment: Pos | Summary: nice phone.
25,Awesome,awesome,ID: 964 | Sentiment: Pos | Summary: awesome.
26,Sometimes video voices are breaking when mobile uses more then hours,sometimes video voices are breaking when mobile uses more then hours,ID: 965 | Sentiment: Neg | Summary: Video voices break when mobile is used for hours.
26,This phone very over heating and battery performance is veri poor,this phone very over heating and battery performance is veri poor,ID: 966 | Sentiment: Neg | Summary: Phone overheats and battery performance is poor.
26,Excellent 👌,excellent,ID: 967 | Sentiment: Pos | Summary: Excellent.
26,5g network speed very low when comparing to my previous phone.,5g network speed very low when comparing to my previous phone,ID: 968 | Sentiment: Neg | Summary: 5G network speed is very low compared to previous phone.
26,Good performance,good performance,ID: 969 | Sentiment: Pos | Summary: Good performance.
26,Good product,good product,ID: 970 | Sentiment: Pos | Summary: Good product.
26,Best phone,best phone,ID: 971 | Sentiment: Pos | Summary: Best phone.
27,Good,good,ID: 972 | Sentiment: Pos | Summary: Good.
27,Camera clarity is good,camera clarity is good,ID: 973 | Sentiment: Pos | Summary: Camera clarity is good.
27,Very nice products,very nice products,ID: 974 | Sentiment: Pos | Summary: Very nice products.
27,Good,good,ID: 975 | Sentiment: Pos | Summary: Good.
27,Heating issue,heating issue,ID: 976 | Sentiment: Neg | Summary: Heating issue.
27,Good,good,ID: 977 | Sentiment: Pos | Summary: Good.
28,This phone switched off on its own and never get switched on again untill got repaired,this phone switched off on its own and never get switched on again untill got repaired,ID: 978 | Sentiment: Neg | Summary: Phone switched off and never turned on until repaired.
28,Very very affordable mobile. 👌👌🙏,very very affordable mobile,ID: 979 | Sentiment: Pos | Summary: Very very affordable mobile.
28,Gooddddd,gooddddd,ID: 980 | Sentiment: Pos | Summary: Gooddddd.
28,"While talking on a video call, the phone gets hot very soon and it's so uncomfortable 😣 and sometimes it's blank, the features are not so good compared to the same amount of other mobile.",while talking on a video call the phone gets hot very soon and it s so uncomfortable and sometimes it s blank the features are not so good compared to the same amount of other mobile,"ID: 981 | Sentiment: Neg | Summary: Phone gets hot during video calls, uncomfortable, features not good."
28,Very nice product,very nice product,ID: 982 | Sentiment: Pos | Summary: Very nice product.
28,Waste of money,waste of money,ID: 983 | Sentiment: Neg | Summary: Waste of money.
29,After 6 month my ph is automatically not working,after 6 month my ph is automatically not working,ID: 984 | Sentiment: Neg | Summary: Phone stopped working after 6 months.
29,Camera is not good and clicking blurr pictures,camera is not good and clicking blurr pictures,ID: 985 | Sentiment: Neg | Summary: Camera is not good and clicks blurry pictures.
29,Good,good,ID: 986 | Sentiment: Pos | Summary: Good.
29,Overall good product,overall good product,ID: 987 | Sentiment: Pos | Summary: Overall good product.
29,It's good,it s good,ID: 988 | Sentiment: Pos | Summary: It's good.
29,"Camera 4/5
Battery 4/5
Display 5/5
Performance 4/5",camera 4 5 battery 4 5 display 5 5 performance 4 5,"ID: 989 | Sentiment: Pos | Summary: Camera 4/5, battery 4/5, display 5/5, performance 4/5."
29,Heating problem,heating,ID: 990 | Sentiment: Neg | Summary: Heating.
29,Nice one,nice one,ID: 991 | Sentiment: Pos | Summary: Nice one.
30,Good mobile,good mobile,ID: 992 | Sentiment: Pos | Summary: Good mobile.
30,"Awesome phone camra quality is superb.
Iam really satisfied with this phone.🙂",awesome phone camra quality is superb iam really satisfied with this phone,"ID: 993 | Sentiment: Pos | Summary: Awesome phone, camera quality is superb, satisfied."
30,Good but services problem,good but services,ID: 994 | Sentiment: Pos | Summary: Good but services.
30,wow great mobile,wow great mobile,ID: 995 | Sentiment: Pos | Summary: Wow great mobile.
30,Good,good,ID: 996 | Sentiment: Pos | Summary: Good.
90,Very nice,very nice,ID: 997 | Sentiment: Pos | Summary: Very nice.
90,Fantastic,fantastic,ID: 998 | Sentiment: Pos | Summary: Fantastic.
90,Natwark problem Hitg,natwark hitg,ID: 999 | Sentiment: Neg | Summary: Natwark hitg.
90,Phone not waterproof,phone not waterproof,ID: 1000 | Sentiment: Neg | Summary: Phone not waterproof.
90,It is an amazing mobile by moto in a best price range,it is an amazing mobile by moto in a best price range,ID: 1001 | Sentiment: Pos | Summary: Amazing mobile by moto in a best price range.
90,Ok,ok,ID: 1002 | Sentiment: Neu | Summary: Ok.
90,Worest Mobile,worest mobile,ID: 1003 | Sentiment: Neg | Summary: Worest mobile.
90,Nice phone,nice phone,ID: 1004 | Sentiment: Pos | Summary: Nice phone.
90,Nice,nice,ID: 1005 | Sentiment: Pos | Summary: Nice.
90,I love it must buy,i love it must buy,ID: 1006 | Sentiment: Pos | Summary: I love it must buy.
90,Overall good. Battery 🔋 backup se very good,overall good battery backup se very good,ID: 1007 | Sentiment: Pos | Summary: Overall good battery backup se very good.
90,5/5 rating awesome phone friendly budget,5 5 rating awesome phone friendly budget,ID: 1008 | Sentiment: Pos | Summary: 5/5 rating awesome phone friendly budget.
